section_id,section_name,section_text,char_count,present,report_id
3206,summary_activities_24h,"Cemented plug #2 from 1073 m to 800 m RKB. POOH with cement stinger to shoe at 251 m. Waiting on Siemens software downloading for process module. Cemented plug #3 from 794 m to 521 m RKB. Cemented plug #4 from 515 m
to 249 m RKB.",264,True,642
3207,summary_planned_24h,"Drop two sponge balls and circulate 1.2 x hole volume with SW. POOH with cement stinger and RB 3 1/2"" DP. Grind down damage on 30"" conductor using ROV. Install CTS and removing 30"" housing cement outlet ports using ROV. Slip
and cut drill line. Change wash pipe. MU and RIH with 26"" BHA.",330,True,642
3208,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main -
Main -
Sub
Sub
Activity
Activity
State
State
Remark
Remark
00:00
01:00
1350
drilling -- ca
sing
ok
Installed side entry sub and single. Installed Lo-torque valve on side entry sub.
01:00
02:00
1352
drilling -- ca
sing
ok
PU stand and connected to TDS. Tagged bottom at 1353.5 m (1.5 m fill). PU 1 m to 1352 m. Displaced hole to seawater, 1500 lpm/32-67 bar pumping 100 m3 SW. Lined up to kill mud.
02:00
03:00
1352
drilling --
drill
ok
Flow checked well and observed for bubles at wellhead with ROV. Rotated string with 5 rpm and reciprocated slowly. Meanwhile tested cement lines to 200 bar/5 min and held cement t
ool-box meeting with new crew. No gas observed.
03:00
06:00
1074
drilling -- ca
sing
ok
Cemented plug #1 from 1352 m to 1079 m RKB: Mixed and pumped, 800 lpm/30 bar, 12,0 m3 1.90 SG ""G"" cement slurry and displaced with 8.5 m3 seawater using rig pumps, 1500 lp
m/ 3 bar, 50 rpm/1-2 kNm. POOH to 1074 m and dropped sponge ball and circulated 1.2 m3 hole volume with seawater, 2200 lpm/55 bar. PU to 1073 m.
06:00
09:00
795
drilling -- ca
sing
ok
Cemented plug #2 from 1073 m to 800 m RKB: Mixed and pumped, 800 lpm/27 bar, 12,0 m3 1.90 SG ""G"" cement slurry and displaced with 5.5 m3 seawater using rig pumps, 1500 lpm
/ 3 bar, 50 rpm/1-2 kNm. POOH to 795 m and dropped sponge ball and circulated 1.2 m3 hole volume with seawater, 2200 lpm/55 bar. PU to 794 m.
09:00
23:00
251
drilling -- wa
it
ok
POOH with cement stinger to shoe at 251 m due to upcoming other activity on rig: Waited on Siemens software downloading for process module due to by-passed ESD systems.
23:00
00:00
335
drilling -- wa
it
ok
MU and RIH with 3 1/2"" cement stinger. Had a few tight spots, observed with ROV.",1783,True,642
3209,equipment_failure,,0,False,642
3210,drilling_fluid,"Sample Time
14:00
14:30
21:00
Sample Point
Reserve pit
Reserve pit
Reserve pit
Sample Depth mMD
1353
1353
1353
Fluid Type
Spud Mud
Spud Mud
Spud Mud
Fluid Density (g/cm3)
1.05
1.35
1.35
Funnel Visc (s)
200
120
124
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
-999.99
-999.99
-999.99
Yield point (Pa)
-999.99
-999.99
-999.99
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",650,True,642
3211,summary_activities_24h,"POOH w/ cmt stinger. Installed CTS funnel. M/U 26"" BHA RIH same. Held tool box meeting one std above cmt plug. RIH tagged cmt plug at 257m. Drilled from 257m to 280m.",199,True,643
3212,summary_planned_24h,"Drill 26"" hole from 280m to estimated 800m.",84,True,643
3213,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
01:30
795
drilling -- wa
it
ok
Crossed over to 5 1/2"" DP and continued MU and RIH with cement stinger. Installed side-entry sub with Lo-torque valve.
01:30
02:00
795
drilling -- wa
it
ok
Pumped btms up to clean well. Meanwhile held pre-job meeting with crew before cement job.
02:00
05:00
516
drilling -- ca
sing
ok
Cemented plug #3 from 794 m to 521 m RKB: Mixed and pumped, 800 lpm/26 bar, 12,0 m3 1.90 SG ""G"" cement slurry and displaced with 2.5 m3 seawater using rig pumps, 1500 lpm/
1 bar, 50 rpm/1-2 kNm. POOH to 516 m, dropped sponge ball and circulated 1.2 m3 hole volume with seawater, 2200 lpm/45 bar. PU to 515 m.
05:00
06:00
374
drilling -- ca
sing
ok
Cemented plug #4 from 515 m to 249 m RKB: Mixed and pumped, 800 lpm/21 bar, 16,6 m3 1.95 SG neat ""G"" cement slurry and displaced with 0.5 m3 seawater using cement unit, 10
00 lpm/ 27 bar. POOH to 374 m.
06:00
09:00
0
drilling -- ca
sing
ok
Continued POOH w/ cmt stinger from 374m to 249 m. Dropped 2 sponge balls and circulated 1.2 m3 hole volume with seawater, 2200 lpm/45 bar. POOH
09:00
09:30
0
drilling -- ca
sing
ok
Laid out cmt assembly.
09:30
11:15
0
interruption
-- maintain
ok
Changed out wash pipe and tested same to 275 bars. Meanwhile ROV repaired damage on 30"" housing.
11:15
11:45
0
interruption
-- maintain
ok
Held tool box meeting prior to Slip and Cut Drill line
11:45
14:15
0
interruption
-- maintain
ok
Slip and Cut drill line.
14:15
15:45
0
drilling -- dril
l
ok
Moved CTS funnel from F-4 to F-12, and installed hose.
15:45
17:00
0
drilling -- trip
ok
Held tool box meeting prior to pick up 26"" BHA and R/U for making up 26"" BHA.
17:00
17:30
0
drilling -- trip
ok
Picked up 26"" Bit and motor assy. RIH same.
17:30
20:30
0
drilling -- wa
it
ok
Terminated operation due to Siemens uploading of Software
20:30
21:30
0
interruption
-- wait
ok
Helicopter operation, no crane available. Meanwhile greased TDS and Dolly.
21:30
00:00
0
drilling -- trip
ok
Continued M/U 26"" BHA. Had to use Rig tongs to M/U 17 1/4"" stabilizer. Performed tool box meeting prior to M/U 17 1/4"" stabilizer.",2219,True,643
3214,equipment_failure,,0,False,643
3215,drilling_fluid,"Sample Time
22:00
Sample Point
Reserve pit
Sample Depth mMD
251
Fluid Type
Spud Mud
Fluid Density (g/cm3)
1.05
Funnel Visc (s)
200
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
-999.99
Yield point (Pa)
-999.99
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",535,True,643
3216,summary_activities_24h,"Drilled 26"" hole from 335 m to 536m rotaing/sliding 40 rpm, 3000 - 4500 lpm. 2 - 6 MT WOB, 15 -28 mph. At 17:30 hours termination of the operation due to double 3 ½"" DP came out of derrick single latch and leaned over the windwall
across the drill floor. An inquiry was started at once.",321,True,644
3217,summary_planned_24h,"Drill 26"" hole from 536 m to 800 m.",76,True,644
3218,operations,"Start
Start
time
time
End
End
time
time
End
End
Depth
Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
04:00
0
drilling -- drill
ok
Cont. M/U 26"" BHA and RIH same. ROV monitored BHA entering funnel. RIH to one std above expected top cmt plug
04:00
06:00
280
drilling -- drill
ok
Held tool box meeting with all invovled personel. Started RIH with 40 rpm and 3660 lpm. Tagged cmt at 257 m. Continued drilling from 257m to 280m 40 rpm, 3660lpm and 2 - 4
MT WOB.
06:00
10:00
335
drilling -- drill
ok
Drilled 26"" hole from 280m to 335 m. 50 ROP, 40 rpm, 3660 lpm 2 -4 MT WOB. Pumped 30m³ 1.4 SG Pill 1990 lpm, 72 bars SPP, 40 rpm, 1-3 KNm TQ.
10:00
13:45
225
drilling -- wait
ok
Pulled out of hole to 225m. Stand-by due to prioity of Siemens to upgrads software. Meanwhile perform check of TDS for loose items.
13:45
16:15
376
drilling -- drill
ok
Drilled 26"" hole from 335m to 376 m.40 ROP, 40 rpm, 3660 lpm, 88 bars SPP, 2 -4 MT WOB. Taking survay as required.
Slide F/ 335 - 364
Slide F/ 370 - 376
16:15
18:15
376
interruption --
other
ok
Racked back one std due to ROV failure. Meanwhile circ at reduced rate 2013 lpm, 21.4 bars SPP. Inspected TDS. Terminated operation. Due to one double 3 ½"" DP came out of
derrick single latch and leaned over the windwall across the drill floor. Meanwhile continued repairing ROV.
18:15
20:15
370
drilling -- drill
ok
Investigated incident with 3 1/2"" DP. Meanwhile circulated and reciprocate pipe, 3000 lpm 54,5 bars SPP, up/down weight 110/108 MT.
20:15
21:00
370
drilling -- drill
ok
Stopped rig pumps. Connected CTS hose to ROV and started same.
21:00
00:00
431
drilling -- drill
ok
Drilled 26"" hole from 376 m to 431 m. 40 rpm, 3660 lpm, 88 bars SPP, 2 -4 MT WOB. Taking survay as required. Sweep 15 m³ Hi-vis pill 3 times every std.",1827,True,644
3219,equipment_failure,,0,False,644
3220,drilling_fluid,"Sample Time
15:00
20:00
Sample Point
Reserve pit
Reserve pit
Sample Depth mMD
370
377
Fluid Type
Spud Mud
Spud Mud
Fluid Density (g/cm3)
1.05
1.05
Funnel Visc (s)
113
110
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
-999.99
-999.99
Yield point (Pa)
-999.99
-999.99
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",591,True,644
3221,summary_activities_24h,"Drilled 26"" hole from 536 m to 1082 m. Circulated well clean before entering Utsira. Utsira from 887m to 1075m . Had to circulated well clean at 1054 m.",185,True,645
3222,summary_planned_24h,"Drill 26"" hole to TD. POOH with 26"" BHA. Prepare for running 20"" CSG.",110,True,645
3223,operations,"Start
Start
time
time
End
End
time
time
End Depth
End Depth
mMD
mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
01:30
457
drilling -- drill
ok
Drilled 26"" hole from 431 m to 457m sliding building angle. 3000 lpm, 2 - 6 MT WOB
01:30
02:15
476
drilling -- drill
ok
Drilled 26"" hole from 457 m to 476 m rotating 40 rpm, 4500 lpm, 149 bars SPP, 2 - 6 MT WOB, 4-5 kNm. Sweep 15 m³ Hi-vis pill 3 times every std.
02:15
03:45
497
drilling -- drill
ok
Drilled 26"" hole from 476 m to 497m sliding. 4500 lpm. 2 - 6 MT WOB
03:45
04:30
512
drilling -- drill
ok
Drilled 26"" hole from 497 m to 512 m rotating. 40 rpm, 3500 lpm. 6 - 8 MT WOB 28 m/h. Sweep 15 m³ Hi-vis pill 3 times every std.
04:30
06:00
536
drilling -- drill
ok
Drilled 26"" hole from 521 m to 536 m sliding. 4500 lpm. 8 MT WOB. 28 m/h
06:00
21:00
880
drilling -- drill
ok
Drilled 26"" hole from 536 m to 880 m .
Parameters: 3670 - 5000 lpm, 88 - 178 bar SPP, 40 - 70 rpm, 4,3 KNm, 8 - 12 MT WOB, 30 - 53 m/hr ROP, 1,07 - 1,11 ECD. Pumped sweep 2 - 3 time
s every std 15m³.
Held time-out for safety with night crew at 19:00.
21:00
22:45
880
drilling -- circulating conditio
ning
ok
Circulated well clean prior to enter Utsira, two times bottoms up, 5010 lpm, 172 bars SPP, pumped two hi-vis pills each of 15 m³, one at the start one in t
he middle.
22:45
00:00
901
drilling -- drill
ok
Resumed drilling 26"" hole. from 880 to 901 m
Parameters: 3335 - 5000 lpm, 92 - 183 bar SPP, 40 - 70 rpm, 2 - 5 KNm, 11 - 21 MT WOB, 11 - 150 m/hr ROP, 1,06 - 1,08 ECD. Pumped sweep 2 - 3 ti
mes every std 15m³
Entered Utsira at 887 m.",1610,True,645
3224,equipment_failure,,0,False,645
3225,drilling_fluid,"Sample Time
20:30
Sample Point
Reserve pit
Sample Depth mMD
870
Fluid Type
Spud Mud
Fluid Density (g/cm3)
1.05
Funnel Visc (s)
150
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
-999.99
Yield point (Pa)
-999.99
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",535,True,645
3226,summary_activities_24h,"Drilled 26"" hole from 1082 m to 1369m. Circulated well clean. Started to displace well to 1.35 SG mud.",135,True,646
3227,summary_planned_24h,"Complete displacement of well to 1.35 SG mud. POOH with 26"" BHA. Prepare and start to RIH w/ 20"" CSG.",142,True,646
3228,operations,"Start
Start
time
time
End
End
time
time
End Depth
End Depth
mMD
mMD
Main - Sub Activity
Main - Sub Activity
State
State
Remark
Remark
00:00
03:00
1054
drilling -- drill
ok
Continued drilling 26"" hole. from 901 to 1054 m
Parameters: 2982 - 3338 lpm, 78 - 101 bar SPP, 70 rpm, 4,4 - 6,5 KNm, 2,8 - 10 MT WOB, 95 - 140 m/hr ROP, 1,06 - 1,20 ECD. Pumped sweep 2 - 3 times e
very std 15m³
03:00
05:00
1054
drilling -- circulating condi
tioning
ok
At 1054 m attempted to rotate string after sliding. Picked up, circulated well clean 3338 lpm 98 bars. Started to rotate string and reciprocated slowly while circ
ulating well clean.
05:00
06:00
1082
drilling -- drill
ok
Continued drilling 26"" hole. from 1054 to 1082 m
Parameters: 3338 lpm, 95 - 106 bar SPP, 0,0 - 6,3 KNm, 10 - 11 MT WOB, 12 - 172 m/hr ROP, 1,12 - 1,13 ECD. Pumped sweep 2 - 3 times every std 15m³
06:00
21:00
1362
drilling -- drill
ok
Drilled 26"" hole from 1081 m MD RKB to 1362 m MD RKB.
Parameters: 4008 - 5350 lpm, 131 - 216 bar SPP, 40 - 70 rpm, 2 - 15,3 KNm, 2 - 12 MT WOB, 18 - 55 m/hr ROP, 1,07 - 1,11 ECD. Pumped sweep 2 - 3 time
s every std 15m³.
21:00
21:45
1362
drilling -- circulating condi
tioning
ok
Pumped 40 m³ Hi-vis and commenced circ. well clean. Meanwhile evaluated GR/Res log to confirm TD. Unable to identify base Skade on the GR/Res log, du
e to sensors still above base Skade.
21:45
22:30
1369
drilling -- drill
ok
Resumed drilling of 26"" hole from 1362m MD RKB to 1369 m MD RKB.
Parameters: 5010 lpm, 186 bar SPP, 2,3 KNm, 8,5 MT WOB, 17 m/hr ROP, 1,08 ECD.
22:30
00:00
1369
drilling -- drill
ok
Awaited GR/Res logs to be evaluated by duty Geologist. Meanwhile circulated well at 5478 lpm 213 bars. Continued as planned. TD confirmed to be at 1369
m MD RKB.",1758,True,646
3229,equipment_failure,,0,False,646
3230,drilling_fluid,"Sample Time
02:00
15:00
21:00
Sample Point
Reserve pit
Reserve pit
Reserve pit
Sample Depth mMD
990
1250
1362
Fluid Type
Spud Mud
Spud Mud
Spud Mud
Fluid Density (g/cm3)
1.05
1.35
1.05
Funnel Visc (s)
200
103
200
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
-999.99
-999.99
-999.99
Yield point (Pa)
-999.99
-999.99
-999.99
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",649,True,646
3231,summary_activities_24h,"Completed displace well to 1.35 SG mud. Total pumped 480 m³. Attempted to POOH w/ BHA, tightspot F/ 1348m T/ 1330m. Worked string. Circulated well clean to SW. Ream out of hole w/ 5478 lpm 80 rpm 1 std/hr passed obstructions
1348m and 1330 m. POOH w/ 144 MT hook load F/ 1220m T/1095 12min/std. Pumped 40 m³ Hi-vis.",350,True,647
3232,summary_planned_24h,"Pump bottoms up with SW. Pull into Utsira. RIH to TD. Displace well to 1.40 SG mud. POOH with 26"" BHA.",143,True,647
3233,operations,"Start
Start
time
time
End
End
time
time
End Depth
End Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
04:45
1369
drilling -- circulating
conditioning
ok
Pumped 40 m³ Hi-vis followed by 30 m³ sea water 40 m³ Hi-vis and circulated well clean with maximum rate 5477 lpm 213 bars (min. 3 x BU). Rotated string w/ 80 rpm a
nd reciprocate. ECD 1,07. Held Tool box meeting prior to start pumping 1.35 SG mud.
04:45
06:00
1369
drilling -- circulating
conditioning
ok
Started to displace open hole to 1,35 sg mud. 3200 - 5010 lpm 79 - 236 bars. Rotated string with 20 rpm.
06:00
06:30
1369
drilling -- drill
ok
Completed displace well to 1.35 SG mud. Total pumped 480 m³.
06:30
15:45
1369
drilling -- drill
ok
Attempted to POOH w/ BHA, tightspot F/ 1348m T/ 1330m. Worked string/backreamed 260 - 440 lpm, 1.35 SG mud, 5 - 8 bars, 13 -37 KNm, 50- 70 rpm, max overpull 2
0 MT.
15:45
00:00
1369
drilling -- drill
ok
RIH to TD, circulated hole clean with SW 4500 lpm 165 bar, 80 rpm, 8 - 12 KNm. One mud pump out of services.",1063,True,647
3234,equipment_failure,"Start
Start
time
time
Depth
Depth
mMD
mMD
Depth
Depth
mTVD
mTVD
Sub Equip - Syst Class
Sub Equip - Syst Class
Operation Downtime
Operation Downtime
(min)
(min)
Equipment
Equipment
Repaired
Repaired
Remark
Remark
00:00
376
miscellaneous equ syst -- subsea inspectio
n syst
0
00:00
Oil leakage. Pulled ROV for repair.
00:00
376
pipe handling equ syst -- drill floor tube han
dl syst
0
00:00
Mærsk synergi # 76443 - nearmis 3½"" DP came out of single latch and leaned over the wind
wall.
Mærsk gradering: Green 10
Under udlægning af 3½"" DP, faldt en dobble std ud af DP parkering finger og lagde sig tvers
over drill floor.
Banksman stod ca. 0,5 -",675,True,647
3235,drilling_fluid,"Sample Time
23:00
Sample Point
Reserve pit
Sample Depth mMD
1369
Fluid Type
Spud Mud
Fluid Density (g/cm3)
1.05
Funnel Visc (s)
200
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
-999.99
Yield point (Pa)
-999.99
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",536,True,647
3236,summary_activities_24h,"Circulated Hi-vis out of hole w/ SW at 5010 lpm, 180 bars. POOH to 994m, took weight. RIH F/ 994m T/ 1369m. Had to work string through tight spots at 1093, 1102, 1246, 1267, 1291, 1309, 1333. Pumped 30 m³ Hi-vis, btms up w/ SW,
25 m³ Hi-vis, 1.5 btms w/ SW. Pumped 200 m³ 1.4 SG mud. POOH F/ 1369m T/ 1002m.",342,True,648
3237,summary_planned_24h,"POOH to top Utsira, displace well to 1.4 SG mud. POOH to surface. Remove/pull CTS funnel. Prepare/run 20"" CSG.",151,True,648
3238,operations,"Start
Start
time
time
End
End
time
time
End Depth
End Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
00:30
1369
drilling -- drill
ok
Continued circulate hole clean with SW 4500 lpm 165 bar, 80 rpm, 8 - 12 KNm. Mud pump #3 out of services.
00:30
03:15
1262
drilling -- drill
ok
Mud pump #3 up running. Increased rate to 5478 lpm, 224 bars, 80 rpm, started to ream out of hole 1 std/hr, 22 - 28 KNm, Hook load 145 MT, no overpull.
At 1324m stopped rotation, no overpull. Pumped out of hole to 1313 m took OP of 20 MT, started to rotate 80 rpm.
Continued ream out of hole 1 std/hr F/ 1220 m T/ 1262 m, 5478 lpm, 222 - 226 bars, 80 rpm, 8 - 28 KNm, Hook load 140 - 145 MT.
03:15
04:45
1220
drilling -- drill
ok
Racked back second std. Continued POOH T/ 1220 m, pumped 40 m³ of hi-vis, and displaced same OOH with SW, 5478 lpm, 217 bars, 80 rpm, 8 - 10 KNm, Hook load 140 -
145 MT, no overpull
04:45
06:00
1095
drilling -- drill
ok
POOH w/ 144 MT hook load F/ 1220m T/1095 12min/std. Pumped 40 m³ Hi-vis.
06:00
07:30
1095
drilling -- drill
ok
Circulated Hi-vis out of hole w/ SW at 5010 lpm, 180 bars.
07:30
13:45
1093
drilling -- drill
ok
POOH to 994 m, took over pull of 15 MT. Ran back in hole, met obstruction at 1093m, worked string, 333 - 5000 lpm, 3 - 179 bars, 5 - 15 rpm, 6 - 9 KNm. Lined up tool face hig
h side, pumped 5000 lpm 179 bars, passed obstruction at 1093m. RIH F/ 1093m T/ 1101m.
13:45
15:30
1101
drilling -- drill
ok
Pumped 10 m³ Hi-vis followed by 1.5 btms up w/ SW, 5000 lpm, 179 bars, 50 rpm, 5 - 8 KNm.
15:30
16:30
1142
drilling -- drill
ok
RIH took weight at 1102 m rotated string, 330 lpm, 1 bar, 10 rpm, 13 - 15 KNm. Lined up tool face high side, 5000 lpm, 179 bars, passed obstruction. RIH F/ 1102m T/ 1142 m.
16:30
18:00
1142
drilling -- drill
ok
Pumped 10 m³ Hi-vis and circulated out same 5000 lpm, 179 bars. Rotated & reciprocated pipe F/1142 m T/ 1100m.
18:00
22:00
1369
drilling -- drill
ok
RIH F/ 1142 m T/ 1369 m. Worked string, rotating/sliding high side. 3076 - 5010 lpm 82 - 190 bars, 0 - 20 rpm, 0.5 - 20 KNm.
22:00
00:00
1369
drilling -- drill
ok
Pumped 30 m³ Hi-vis, one btms up w/ SW, 25 m³ Hi-vis, 1.5 btms up w/ SW. 5500 lpm, 226 bars. 80 rpm. Rotated & reciprocated pipe F/ 1369m T/ 1355m.",2284,True,648
3239,equipment_failure,,0,False,648
3240,drilling_fluid,"Sample Time
01:00
15:00
16:00
22:00
Sample Point
Reserve pit
Reserve pit
Reserve pit
Reserve pit
Sample Depth mMD
1369
1369
1369
1369
Fluid Type
Spud Mud
Spud Mud
Spud Mud
Spud Mud
Fluid Density (g/cm3)
1.05
1.4
1.05
1.4
Funnel Visc (s)
150
110
155
100
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
-999.99
-999.99
-999.99
-999.99
Yield point (Pa)
-999.99
-999.99
-999.99
-999.99
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",705,True,648
3241,summary_activities_24h,"POOH F/ 1002m to surface. Displaced well to 1.40 SG mud, 200 m³ at 870m top Utsira and 140 m³ SG mud at 415m. Rack back 26"" BHA in derrick. Stabilizers covered w/ clay. R/U to run 20"" CSG.",221,True,649
3242,summary_planned_24h,"Run 20"" CSG, land of CSG and prepare to cmt same.",90,True,649
3243,operations,"Start
Start
time
time
End
End
time
time
End Depth
End Depth
mMD
mMD
Main - Sub
Main - Sub
Activity
Activity
State
State
Remark
Remark
00:00
01:15
1369
drilling -- drill
ok
Continued circulate out 1.5 btms up w/ SW. 5500 lpm, 226 bars. 80 rpm. Rotated & reciprocated pipe F /1369m T/ 1355m.
01:15
02:00
1369
drilling -- drill
ok
Displaced 200 m³ 1.4 SG mud. 5478 lpm, 259 bars. 80 rpm. Rotated & reciprocated pipe F/ 1369m T/ 1355m.
02:00
06:00
1002
drilling -- drill
ok
POOH w/ 26"" BHA. F/ 1369m T/ 1002m. Lubricated out due to over pull of 20 MT. F/ 1340m T/ 1303m and F/1102m T/1002. 442 lpm, 2.5 bars, 80 rpm, 8 -
20 KNm.
06:00
07:00
870
drilling -- drill
ok
POOH w/ 26"" BHA. Lubricated F/ 1002m T/ 870m. 442 lpm, 2.5 bars, 80 rpm, 8 - 20 KNm.
07:00
08:45
870
drilling -- drill
ok
Displaced hole to 200 m³ 1.40 SG mud above Utsira. 4500 lpm, 165 bars, 80 rpm, 3 - 7 KNm.
08:45
12:30
415
drilling -- drill
ok
Continued POOH F/ 870m T/ 415 m. Reamed back F/ 525 m T/ 415 m. 442 lpm, 2.5 bars, 80 rpm, 5 - 10 KNm.
12:30
13:45
415
drilling -- drill
ok
Displaced well to surface with 140 m³ 1.40 SG mud. 4500 lpm, 168 bars, 80 rpm, 0 - 5 KNm.
13:45
15:00
120
drilling -- drill
ok
Continued POOH F/ 415 m T/ 120 m. ROV observed well when pulling out of 30"" housing.
15:00
18:30
0
drilling -- drill
ok
Held tool box meeting, racked back BHA in derrick. Stabilizers covered with clay.
18:30
20:00
0
drilling -- drill
ok
Cleaned Rig Floor. Simultaneously transfered CTS funnel from F-12 to F-4.
20:00
20:30
0
drilling -- casing
ok
Held tool box meeting prior to lower DCI frame from rig floor to below cellar deck.
20:30
21:45
0
drilling -- casing
ok
Removed protector guides on tensioner and centralizer deck. Lowered CTI frame to scaffolding below cellar deck and secured same.
21:45
22:30
0
drilling -- casing
ok
Changed PDM head to 20"", Cleared rig floor.
22:30
22:45
0
drilling -- casing
ok
Held tool box meeting prior to RU for CSG running.
22:45
00:00
0
drilling -- casing
ok
R/U for running 20"" CSG. Changed bails, elevators.",2040,True,649
3244,equipment_failure,,0,False,649
3245,drilling_fluid,"Sample Time
21:00
Sample Point
Reserve pit
Sample Depth mMD
1369
Fluid Type
Spud Mud
Fluid Density (g/cm3)
1.05
Funnel Visc (s)
150
Mf ()
Pm ()
Pm filtrate ()
Chloride ()
Calcium ()
Magnesium ()
Ph
Excess Lime ()
Solids
Sand ()
Water ()
Oil ()
Solids ()
Corrected solids ()
High gravity solids ()
Low gravity solids ()
Viscometer tests
Plastic visc. (mPa.s)
-999.99
Yield point (Pa)
-999.99
Filtration tests
Pm filtrate ()
Filtrate Lthp ()
Filtrate Hthp ()
Cake thickn API ()
Cake thickn HPHT ()
Test Temp HPHT ()
Comment",536,True,649
3246,summary_activities_24h,"R/U 20"" CSG equipment. RIH w/ 20"" CSG from surface to 812m.",92,True,650
3247,summary_planned_24h,"RIH w/ 20"" CSG to casing setting depth and cement same.",96,True,650
